f0x,f0y,f1x,f1y,f2x,f2y,f3x,f3y,roll,pitch,label
-29.23,39.03,-49.72,17.9,-70.57,-8.95,42.15,4.02,53.42,10.34,2
-28.55,40.56,-49.72,17.9,-72.2,-8.35,39.34,4.43,52.25,10.66,2
-28.55,40.56,-50.99,18.06,-72.2,-8.35,39.34,4.43,52.21,10.69,2
-28.55,40.56,-50.99,18.06,-71.54,-8.63,39.34,4.43,52.22,10.71,2
-28.55,40.56,-50.99,18.06,-71.54,-8.63,36.51,3.3,52.17,10.75,2
-28.48,40.3,-50.99,18.06,-71.54,-8.63,36.51,3.3,52.03,10.73,2
-28.48,40.3,-51.11,17.8,-71.54,-8.63,36.51,3.3,51.89,10.8,2
-28.48,40.3,-51.11,17.8,-73.24,-7.29,36.51,3.3,51.73,10.83,2
-28.48,40.3,-51.11,17.8,-73.24,-7.29,38.41,3.52,51.35,10.84,2
-29.74,40.18,-51.11,17.8,-73.24,-7.29,38.41,3.52,51.24,10.85,2
-29.74,40.18,-51.89,17.24,-73.24,-7.29,38.41,3.52,51.17,10.85,2
-29.74,40.18,-51.89,17.24,-72.13,-8.49,38.41,3.52,51.1,10.87,2
-29.74,40.18,-51.89,17.24,-72.13,-8.49,37.19,4.38,51.14,10.89,2
-28.86,40.33,-51.89,17.24,-72.13,-8.49,37.19,4.38,51.31,10.9,2
-28.86,40.33,-51.87,17.74,-72.13,-8.49,37.19,4.38,51.18,10.89,2
-28.86,40.33,-51.87,17.74,-72.58,-7.91,37.19,4.38,50.59,10.87,2
-28.86,40.33,-51.87,17.74,-72.58,-7.91,33.06,7.73,50.17,11.08,2
-34.08,38.25,-51.87,17.74,-72.58,-7.91,33.06,7.73,48.98,11.1,2
-34.08,38.25,-57.59,15.9,-72.58,-7.91,33.06,7.73,46.39,10.68,2
-34.08,38.25,-57.59,15.9,-74.1,-5.97,33.06,7.73,45.77,10.69,2
-34.08,38.25,-57.59,15.9,-74.1,-5.97,28.73,4.27,44.85,10.81,2
-33.31,39.74,-57.59,15.9,-74.1,-5.97,28.73,4.27,44.9,10.83,2
-33.31,39.74,-57.1,15.75,-74.1,-5.97,28.73,4.27,44.95,10.73,2
-33.31,39.74,-57.1,15.75,-73.74,-7.15,28.73,4.27,45.01,10.72,2
-33.31,39.74,-57.1,15.75,-73.74,-7.15,30.81,4.84,44.98,10.77,2
-33.89,38.93,-57.1,15.75,-73.74,-7.15,30.81,4.84,44.81,10.63,2
-33.89,38.93,-56.36,16.36,-73.74,-7.15,30.81,4.84,44.86,10.64,2
-33.89,38.93,-56.36,16.36,-74.18,-6.79,30.81,4.84,45.06,10.71,2
-33.89,38.93,-56.36,16.36,-74.18,-6.79,31.14,2.96,44.97,10.65,2
-32.9,39.99,-56.36,16.36,-74.18,-6.79,31.14,2.96,45.09,10.71,2
-32.9,39.99,-56.86,15.91,-74.18,-6.79,31.14,2.96,45.09,10.7,2
-32.9,39.99,-56.86,15.91,-74.83,-6.25,31.14,2.96,45.15,10.73,2
-32.9,39.99,-56.86,15.91,-74.83,-6.25,30.38,4.75,45.39,10.78,2
-33.48,38.98,-56.86,15.91,-74.83,-6.25,30.38,4.75,45.49,10.8,2
-33.48,38.98,-55.85,16.88,-74.83,-6.25,30.38,4.75,45.65,10.89,2
-33.48,38.98,-55.85,16.88,-74.43,-6.85,30.38,4.75,45.64,10.9,2
-33.48,38.98,-55.85,16.88,-74.43,-6.85,31.06,3.38,45.58,10.82,2
-33.66,39.13,-55.85,16.88,-74.43,-6.85,31.06,3.38,45.58,10.79,2
-33.66,39.13,-56.3,16.12,-74.43,-6.85,31.06,3.38,45.57,10.72,2
-33.66,39.13,-56.3,16.12,-73.63,-7.76,31.06,3.38,45.57,10.7,2
-33.66,39.13,-56.3,16.12,-73.63,-7.76,28.22,3.33,45.65,10.7,2
-33.17,39.32,-56.3,16.12,-73.63,-7.76,28.22,3.33,45.7,10.74,2
-33.17,39.32,-56.0,16.35,-73.63,-7.76,28.22,3.33,45.72,10.72,2
-33.17,39.32,-56.0,16.35,-74.94,-6.3,28.22,3.33,45.74,10.76,2
-33.17,39.32,-56.0,16.35,-74.94,-6.3,31.31,3.47,45.66,10.73,2
-32.98,39.73,-56.0,16.35,-74.94,-6.3,31.31,3.47,45.71,10.72,2
-32.98,39.73,-56.3,16.04,-74.94,-6.3,31.31,3.47,45.66,10.74,2
-32.98,39.73,-56.3,16.04,-74.68,-6.55,31.31,3.47,45.66,10.71,2
-32.98,39.73,-56.3,16.04,-74.68,-6.55,30.49,3.46,45.59,10.72,2
-33.8,38.65,-56.3,16.04,-74.68,-6.55,30.49,3.46,45.55,10.7,2
-33.8,38.65,-56.55,15.61,-74.68,-6.55,30.49,3.46,45.51,10.68,2
-33.8,38.65,-56.55,15.61,-74.45,-6.65,30.49,3.46,45.48,10.71,2
-33.8,38.65,-56.55,15.61,-74.45,-6.65,28.73,2.65,45.45,10.71,2
-33.37,39.17,-56.55,15.61,-74.45,-6.65,28.73,2.65,45.48,10.71,2
-33.37,39.17,-56.12,16.63,-74.45,-6.65,28.73,2.65,45.51,10.72,2
-33.37,39.17,-56.12,16.63,-74.36,-6.96,28.73,2.65,45.55,10.71,2
-33.37,39.17,-56.12,16.63,-74.36,-6.96,30.04,3.86,45.54,10.65,2
-32.76,39.62,-56.12,16.63,-74.36,-6.96,30.04,3.86,45.5,10.61,2
-32.76,39.62,-58.02,15.05,-74.36,-6.96,30.04,3.86,45.44,10.56,2
-32.76,39.62,-58.02,15.05,-75.21,-6.25,30.04,3.86,45.31,10.49,2
-32.76,39.62,-58.02,15.05,-75.21,-6.25,29.19,6.64,45.83,10.85,2
-33.07,39.2,-58.02,15.05,-75.21,-6.25,29.19,6.64,45.77,10.88,2
-33.07,39.2,-54.96,17.64,-75.21,-6.25,29.19,6.64,46.26,10.95,2
-33.07,39.2,-54.96,17.64,-74.56,-6.72,29.19,6.64,46.16,10.98,2
-33.07,39.2,-54.96,17.64,-74.56,-6.72,31.06,4.23,46.26,11.12,2
-32.17,39.46,-54.96,17.64,-74.56,-6.72,31.06,4.23,46.22,11.11,2
-32.17,39.46,-54.9,17.53,-74.56,-6.72,31.06,4.23,46.31,11.16,2
-32.17,39.46,-54.9,17.53,-74.14,-7.2,31.06,4.23,46.16,11.15,2
-32.17,39.46,-54.9,17.53,-74.14,-7.2,29.36,4.96,46.12,11.09,2
-33.39,38.98,-54.9,17.53,-74.14,-7.2,29.36,4.96,45.85,11.0,2
-33.39,38.98,-54.85,16.85,-74.14,-7.2,29.36,4.96,46.03,11.02,2
-33.39,38.98,-54.85,16.85,-74.67,-6.72,29.36,4.96,46.19,11.12,2
-33.39,38.98,-54.85,16.85,-74.67,-6.72,30.17,4.35,46.19,11.1,2
-32.32,39.16,-54.85,16.85,-74.67,-6.72,30.17,4.35,46.21,11.06,2
-32.32,39.16,-55.81,16.12,-74.67,-6.72,30.17,4.35,46.42,10.99,2
-32.32,39.16,-55.81,16.12,-74.8,-6.65,30.17,4.35,46.51,10.96,2
-32.32,39.16,-55.81,16.12,-74.8,-6.65,30.66,3.46,46.83,11.06,2
-33.3,38.4,-55.81,16.12,-74.8,-6.65,30.66,3.46,46.68,11.0,2
-33.3,38.4,-54.79,17.04,-74.8,-6.65,30.66,3.46,46.75,11.13,2
-33.3,38.4,-54.79,17.04,-75.09,-6.43,30.66,3.46,46.85,11.23,2
-33.3,38.4,-54.79,17.04,-75.09,-6.43,31.31,4.6,46.83,11.2,2
-28.37,33.7,-53.23,11.12,42.77,-2.49,48.45,-14.87,50.23,1.58,3
-28.37,33.7,-52.03,20.28,19.86,-5.95,31.73,-7.1,44.88,4.13,3
-27.37,32.34,-60.81,21.55,6.51,-13.12,32.55,11.88,34.15,6.12,3
-38.16,38.86,-69.2,11.85,5.4,-9.25,32.55,11.88,28.27,6.98,3
-43.81,32.38,-69.2,11.85,5.4,-9.25,10.7,-3.4,26.99,6.62,3
-43.81,32.38,-66.54,14.92,5.4,-9.25,10.7,-3.4,26.31,6.99,3
-43.81,32.38,-66.54,14.92,1.98,-16.78,10.7,-3.4,26.15,6.62,3
-43.81,32.38,-66.54,14.92,1.98,-16.78,10.94,0.42,25.76,6.27,3
-44.08,32.21,-66.54,14.92,1.98,-16.78,10.94,0.42,25.09,6.64,3
-44.08,32.21,-69.8,11.66,1.98,-16.78,10.94,0.42,24.99,6.49,3
-44.08,32.21,-69.8,11.66,3.17,-14.03,10.94,0.42,25.16,6.01,3
-44.08,32.21,-69.8,11.66,3.17,-14.03,9.51,-0.85,25.32,5.81,3
-44.77,31.63,-69.8,11.66,3.17,-14.03,9.51,-0.85,24.98,6.03,3
-44.77,31.63,-67.01,14.29,3.17,-14.03,9.51,-0.85,25.11,5.91,3
-44.77,31.63,-67.01,14.29,3.18,-16.11,9.51,-0.85,25.4,6.03,3
-44.77,31.63,-67.01,14.29,3.18,-16.11,9.97,-2.32,24.92,5.63,3
-43.99,32.21,-67.01,14.29,3.18,-16.11,9.97,-2.32,24.99,5.71,3
-43.99,32.21,-68.56,12.82,3.18,-16.11,9.97,-2.32,24.92,5.67,3
-43.99,32.21,-68.56,12.82,3.45,-15.42,9.97,-2.32,24.7,5.5,3
-43.99,32.21,-68.56,12.82,3.45,-15.42,9.58,-1.57,24.58,5.33,3
-42.93,33.23,-68.56,12.82,3.45,-15.42,9.58,-1.57,24.99,5.35,3
-42.93,33.23,-71.53,9.61,3.45,-15.42,9.58,-1.57,25.64,5.16,3
-42.93,33.23,-71.53,9.61,9.78,-15.8,9.58,-1.57,28.27,4.28,3
-42.93,33.23,-71.53,9.61,9.78,-15.8,18.77,-8.16,30.88,4.06,3
-35.39,33.38,-71.53,9.61,9.78,-15.8,18.77,-8.16,34.71,3.99,3
-35.39,33.38,-61.45,13.98,9.78,-15.8,18.77,-8.16,36.12,3.98,3
-35.39,33.38,-61.45,13.98,18.86,-8.82,18.77,-8.16,37.71,4.23,3
-35.39,33.38,-61.45,13.98,18.86,-8.82,28.13,-8.73,40.23,4.9,3
-31.72,33.79,-61.45,13.98,18.86,-8.82,28.13,-8.73,40.67,4.83,3
-31.72,33.79,-58.96,14.04,18.86,-8.82,28.13,-8.73,41.18,4.77,3
-31.72,33.79,-58.96,14.04,19.48,-9.46,28.13,-8.73,41.38,4.89,3
-31.72,33.79,-58.96,14.04,19.48,-9.46,27.33,-5.08,41.83,5.29,3
-30.31,35.19,-58.96,14.04,19.48,-9.46,27.33,-5.08,42.12,5.49,3
-30.31,35.19,-57.4,15.01,19.48,-9.46,27.33,-5.08,42.19,5.53,3
-30.31,35.19,-57.4,15.01,21.54,-7.63,27.33,-5.08,42.57,5.64,3
-30.56,34.57,-56.3,15.17,21.54,-7.63,26.77,-5.63,42.7,5.49,3
-29.98,34.6,-56.87,15.45,19.32,-9.74,27.96,-5.88,42.64,5.69,3
-31.1,34.77,-56.87,15.45,20.56,-7.97,28.4,-5.95,42.56,5.42,3
-32.84,32.4,-56.8,14.9,17.42,-9.82,24.76,-7.42,41.13,3.92,3
-32.84,32.4,-57.78,12.95,19.47,-11.39,25.84,-7.44,41.5,3.58,3
-31.52,33.35,-58.41,12.86,20.6,-10.79,25.83,-8.53,42.17,3.63,3
-31.21,32.9,-57.66,13.1,20.76,-10.11,25.83,-8.53,42.39,3.59,3
-30.57,33.82,-57.42,12.95,19.76,-10.21,25.82,-7.31,42.84,3.66,3
-28.97,34.05,-54.04,13.23,19.76,-10.21,27.03,-8.83,44.59,3.93,3
-26.1,35.0,-51.72,15.07,22.56,-10.36,32.89,-9.48,47.6,5.04,3
-23.29,33.33,-51.72,15.07,24.55,-7.98,31.48,-5.79,50.25,5.64,3
-20.91,34.57,-46.3,17.36,31.82,-4.96,37.52,-7.05,53.01,4.82,3
-20.91,34.57,-47.03,14.44,28.03,-5.64,36.86,-10.4,53.06,4.83,3
-23.43,35.71,-50.51,15.44,34.02,-5.8,39.3,-8.83,55.39,3.74,3
-23.86,32.53,-48.78,16.05,34.2,-4.0,39.3,-8.83,55.44,3.74,3
-22.97,34.82,-49.91,14.46,34.29,-4.44,42.88,-10.02,56.01,3.55,3
-22.08,33.1,-47.09,16.49,34.29,-4.44,43.56,-9.98,56.86,3.93,3
-20.64,34.21,-46.97,14.33,31.21,-4.02,44.4,-10.53,57.78,3.77,3
-19.29,33.46,-46.97,14.33,37.6,-2.89,44.98,-9.92,59.06,3.89,3
-18.98,33.62,-42.89,15.5,36.16,-2.8,48.98,-8.31,59.57,3.94,3
-18.98,33.62,-44.05,15.27,38.41,-1.43,50.36,-8.41,60.17,4.1,3
-18.28,32.97,-43.44,15.82,37.65,-1.71,49.61,-8.89,60.72,4.04,3
-17.55,33.77,-40.42,18.09,38.29,-0.99,49.61,-8.89,61.85,4.14,3
-15.58,33.53,-40.17,15.51,39.47,-1.5,48.66,-9.68,62.59,4.02,3
-15.54,33.17,-40.23,15.9,39.47,-1.5,51.4,-7.77,62.74,4.02,3
-17.64,32.26,-43.7,16.02,38.61,-2.17,50.13,-8.47,62.83,4.13,3
-16.8,33.71,-43.7,16.02,37.77,-1.21,54.45,-8.33,64.8,4.39,3
-15.22,34.65,-41.28,16.06,39.78,-0.1,52.84,-7.43,65.54,4.66,3
-15.22,34.65,-40.67,17.11,40.55,-0.48,53.58,-8.65,66.54,4.55,3
-10.6,33.9,-38.3,15.39,48.25,3.49,59.75,-10.75,71.61,4.05,3
-10.22,32.4,-33.1,16.6,50.79,4.67,59.75,-10.75,72.81,3.96,3
-8.95,31.43,-31.74,16.82,49.08,3.09,61.21,-9.3,73.62,3.66,3
-8.65,31.91,-32.69,15.42,49.08,3.09,62.44,-11.44,73.86,3.3,3
-8.39,31.05,-29.72,16.2,49.34,3.39,61.57,-10.59,74.86,3.21,3
-8.18,30.72,-29.72,16.2,50.35,2.58,62.38,-11.45,74.6,3.0,3
-8.26,30.0,-32.44,15.08,52.37,3.64,63.09,-9.81,75.25,2.92,3
-8.26,30.0,-29.81,17.41,52.02,3.16,62.46,-12.58,75.39,3.05,3
-8.58,32.03,-28.8,17.72,48.04,2.02,60.46,-9.58,75.45,3.55,3
-6.96,29.62,-29.32,15.48,51.66,4.07,60.46,-9.58,76.35,2.9,3
-8.11,29.88,-28.59,15.7,51.35,4.55,65.23,-9.64,76.76,2.88,3
-5.29,30.51,-28.73,15.26,51.35,4.55,61.45,-11.9,77.13,2.96,3
-6.76,30.46,-29.31,15.0,52.25,2.61,65.36,-8.53,77.06,3.27,3
-5.63,29.96,-28.68,17.65,51.7,6.35,65.13,-8.67,77.56,3.53,3
-6.18,31.35,-28.68,17.65,53.25,5.05,65.33,-8.46,77.93,3.65,3
-5.36,30.6,-26.99,15.93,53.31,6.34,63.54,-9.91,77.89,3.55,3
-5.36,30.6,-27.75,15.83,52.45,4.66,63.34,-9.14,77.63,3.51,3
-5.9,30.25,-27.92,17.22,51.71,4.85,62.47,-9.04,77.43,3.47,3
-5.76,30.51,-28.86,15.23,52.01,4.57,62.47,-9.04,77.37,3.49,3
-6.68,30.64,-28.48,16.08,51.05,4.15,61.26,-9.53,76.82,3.41,3
-6.31,31.02,-29.09,15.84,51.05,4.15,61.24,-9.74,76.63,3.36,3
-6.78,30.72,-28.75,15.58,51.64,4.45,60.57,-9.09,76.6,3.27,3
-5.67,30.46,-28.75,15.58,51.75,4.79,61.63,-10.26,76.51,3.31,3
-8.1,32.63,-30.72,16.65,52.46,6.11,59.62,-10.52,73.38,3.94,3
-8.1,32.63,-34.06,15.03,38.63,-1.08,52.07,-5.28,67.01,4.44,3
-14.0,33.66,-36.96,17.84,41.23,1.19,50.25,-9.33,66.48,4.7,3
-13.98,33.54,-36.64,18.96,37.54,-1.35,50.25,-9.33,64.37,4.75,3
-15.36,33.92,-39.97,18.63,40.53,0.88,45.25,-7.2,65.25,5.43,3
-11.16,33.85,-34.53,17.31,40.53,0.88,54.79,-7.36,68.51,5.27,3
-10.49,33.1,-32.44,17.74,43.67,3.84,55.81,-7.85,70.38,4.66,3
-8.89,32.89,-32.44,17.74,45.04,0.66,55.95,-8.46,71.5,4.45,3
-9.71,32.82,-31.78,16.83,47.43,3.77,53.07,-9.7,72.37,4.21,3
-9.71,32.82,-31.87,16.47,49.17,3.29,59.19,-8.23,73.29,4.04,3
-8.1,31.81,-29.75,16.86,49.96,3.5,58.44,-9.34,73.8,3.81,3
-7.69,31.49,-30.11,16.69,51.88,2.84,58.44,-9.34,73.93,3.66,3
-9.18,32.68,-31.76,17.21,48.91,4.46,57.27,-8.23,72.76,4.22,3
-8.79,31.9,-30.87,17.2,48.91,4.46,58.27,-8.62,72.8,4.16,3
-8.14,31.59,-29.23,17.18,48.01,3.49,58.16,-8.56,72.89,4.09,3
-6.7,26.27,-29.23,17.18,44.27,2.35,59.95,-7.15,71.58,3.86,3
-16.2,38.54,-38.57,25.09,44.42,1.57,44.68,-9.07,60.75,6.97,3
-16.2,38.54,-43.33,19.93,31.44,-1.57,48.18,-4.51,55.29,7.61,3
-19.69,40.15,-48.46,20.33,29.53,-3.04,37.37,-4.16,48.64,7.4,3
-22.97,37.61,-49.84,18.88,25.7,-3.58,37.37,-4.16,46.76,7.1,3
-26.37,38.12,-54.64,17.28,26.32,-5.07,40.16,-4.89,44.73,6.22,3
-26.62,36.43,-54.75,16.79,26.32,-5.07,32.76,-3.92,44.55,6.02,3
-27.16,37.28,-53.58,16.87,26.38,-5.28,36.21,-4.79,44.37,6.07,3
-27.64,36.64,-53.58,16.87,24.65,-6.11,37.23,-3.55,43.97,6.1,3
-27.78,36.69,-53.33,17.46,24.77,-5.19,35.71,-4.56,43.98,6.08,3
-27.78,36.69,-54.62,16.38,24.69,-6.35,33.19,-3.28,43.78,6.03,3
-27.1,36.8,-54.13,17.04,24.19,-6.47,33.76,-4.48,43.62,5.98,3
-27.18,37.11,-54.27,16.51,24.39,-5.93,33.76,-4.48,43.48,6.03,3
-28.39,36.08,-54.57,17.28,24.28,-5.95,32.76,-3.95,43.62,6.04,3
-26.83,37.21,-54.56,16.2,24.28,-5.95,34.44,-4.09,43.76,5.99,3
-27.43,36.77,-54.49,16.66,24.21,-6.35,33.22,-3.32,43.63,5.89,3
-27.99,37.1,-54.49,16.66,24.61,-6.09,34.14,-4.44,43.36,5.96,3
-27.52,36.7,-54.52,16.28,24.05,-6.93,32.72,-3.84,43.4,5.98,3
-27.52,36.7,-53.83,16.54,23.59,-6.53,32.85,-3.69,43.36,5.88,3
-27.74,36.17,-55.15,16.53,23.13,-7.03,33.86,-3.28,43.08,5.78,3
-27.95,36.53,-55.11,16.1,22.99,-6.22,33.86,-3.28,42.9,5.83,3
-25.63,37.86,-56.12,17.79,18.29,-8.51,34.58,-5.69,39.94,5.8,3
-35.75,34.11,-64.1,14.0,18.29,-8.51,29.1,-2.4,33.97,4.23,3
-35.82,34.73,-64.1,14.0,13.99,-11.76,21.49,-3.81,32.84,4.47,3
-35.82,34.73,-64.28,13.04,13.99,-11.76,21.49,-3.81,32.67,4.45,3
-35.82,34.73,-64.28,13.04,14.02,-11.54,21.49,-3.81,32.5,4.47,3
-35.82,34.73,-64.28,13.04,14.02,-11.54,20.74,-4.82,32.45,4.42,3
-36.02,34.71,-64.28,13.04,14.02,-11.54,20.74,-4.82,32.37,4.44,3
-36.02,34.71,-64.66,12.68,14.02,-11.54,20.74,-4.82,32.27,4.41,3
-36.02,34.71,-64.66,12.68,13.86,-12.49,20.74,-4.82,32.07,4.37,3
-36.02,34.71,-64.66,12.68,13.86,-12.49,20.16,-4.53,32.02,4.39,3
-35.69,34.82,-64.66,12.68,13.86,-12.49,20.16,-4.53,32.1,4.44,3
-35.69,34.82,-63.83,13.73,13.86,-12.49,20.16,-4.53,31.98,4.43,3
-35.69,34.82,-63.83,13.73,12.13,-13.27,20.16,-4.53,31.76,4.36,3
-35.69,34.82,-63.83,13.73,12.13,-13.27,20.48,-3.94,31.06,4.11,3
-34.77,35.68,-63.83,13.73,12.13,-13.27,20.48,-3.94,30.91,4.17,3
-34.77,35.68,-70.0,10.59,12.13,-13.27,20.48,-3.94,29.12,4.63,3
-34.77,35.68,-70.0,10.59,6.38,-14.35,20.48,-3.94,26.96,5.22,3
-34.77,35.68,-70.0,10.59,6.38,-14.35,5.55,-6.64,24.75,4.33,3
-46.13,29.4,-70.0,10.59,6.38,-14.35,5.55,-6.64,21.06,2.43,3
-46.13,29.4,-71.44,9.93,6.38,-14.35,5.55,-6.64,20.55,2.26,3
-46.13,29.4,-71.44,9.93,1.05,-19.14,5.55,-6.64,19.27,1.64,3
-46.13,29.4,-71.44,9.93,1.05,-19.14,6.08,-6.45,19.26,1.53,3
-45.79,30.12,-71.44,9.93,1.05,-19.14,6.08,-6.45,19.34,1.6,3
-45.79,30.12,-73.5,7.84,1.05,-19.14,6.08,-6.45,19.16,1.51,3
-45.79,30.12,-73.5,7.84,2.54,-18.35,6.08,-6.45,19.3,1.52,3
-45.79,30.12,-73.5,7.84,2.54,-18.35,5.12,-7.32,19.28,1.45,3
-45.48,29.87,-73.5,7.84,2.54,-18.35,5.12,-7.32,19.28,1.38,3
-45.48,29.87,-73.64,7.79,2.54,-18.35,5.12,-7.32,19.13,1.35,3
-45.48,29.87,-73.64,7.79,1.57,-19.9,5.12,-7.32,18.92,1.29,3
-45.48,29.87,-73.64,7.79,1.57,-19.9,5.06,-6.73,18.69,1.24,3
-47.09,28.74,-73.64,7.79,1.57,-19.9,5.06,-6.73,18.59,1.19,3
-47.09,28.74,-73.4,7.86,1.57,-19.9,5.06,-6.73,18.64,1.18,3
-47.09,28.74,-73.4,7.86,1.72,-18.67,5.06,-6.73,18.72,1.3,3
-47.09,28.74,-73.4,7.86,1.72,-18.67,5.09,-8.28,18.65,1.27,3
-46.8,29.06,-73.4,7.86,1.72,-18.67,5.09,-8.28,18.75,1.25,3
-46.8,29.06,-72.67,8.71,1.72,-18.67,5.09,-8.28,18.89,1.32,3
-46.8,29.06,-72.67,8.71,2.11,-20.46,5.09,-8.28,18.64,1.25,3
-46.8,29.06,-72.67,8.71,2.11,-20.46,5.39,-7.02,18.75,1.24,3
-47.16,28.82,-72.67,8.71,2.11,-20.46,5.39,-7.02,18.75,1.17,3
-47.16,28.82,-72.35,9.0,2.11,-20.46,5.39,-7.02,18.63,1.33,3
-47.16,28.82,-72.35,9.0,0.96,-19.28,5.39,-7.02,18.78,1.49,3
-47.16,28.82,-72.35,9.0,0.96,-19.28,6.46,-6.93,18.71,1.35,3
-46.91,28.87,-72.35,9.0,0.96,-19.28,6.46,-6.93,18.69,1.33,3
-46.91,28.87,-73.14,8.18,0.96,-19.28,6.46,-6.93,18.64,1.19,3
-46.91,28.87,-73.14,8.18,3.08,-19.81,6.46,-6.93,19.03,1.18,3
-46.91,28.87,-73.14,8.18,3.08,-19.81,4.98,-8.3,19.84,1.2,3
-41.49,30.66,-73.14,8.18,3.08,-19.81,4.98,-8.3,23.05,1.3,3
-41.49,30.66,-67.79,9.77,3.08,-19.81,4.98,-8.3,25.83,2.27,3
-41.49,30.66,-67.79,9.77,12.29,-15.63,4.98,-8.3,30.03,3.27,3
-41.49,30.66,-67.79,9.77,12.29,-15.63,24.13,-5.75,32.68,4.02,3
-28.23,36.48,-67.79,9.77,12.29,-15.63,24.13,-5.75,39.84,6.22,3
-28.23,36.48,-42.49,23.2,12.29,-15.63,24.13,-5.75,44.19,7.23,3
-28.23,36.48,-42.49,23.2,33.22,-1.51,24.13,-5.75,47.83,8.03,3
-28.23,36.48,-42.49,23.2,33.22,-1.51,41.65,-4.38,51.23,7.5,3
-18.22,36.07,-42.49,23.2,33.22,-1.51,41.65,-4.38,52.16,6.93,3
-18.22,36.07,-37.39,17.12,33.22,-1.51,41.65,-4.38,55.52,6.64,3
-18.22,36.07,-37.39,17.12,31.99,-0.75,41.65,-4.38,56.22,6.55,3
-18.22,36.07,-37.39,17.12,31.99,-0.75,45.15,-5.41,55.66,6.36,3
-15.87,36.07,-42.94,17.24,31.99,-0.75,45.15,-5.41,56.3,6.34,3
-15.04,36.03,-40.52,17.62,34.69,-1.6,47.78,-5.31,58.23,5.88,3
-16.36,36.52,-40.52,17.62,35.36,0.93,51.61,-4.79,58.74,6.22,3
-14.94,35.31,-38.83,17.27,38.19,0.24,48.98,-5.89,59.02,6.45,3
-14.94,35.31,-38.22,18.06,36.61,-1.05,50.36,-5.48,59.39,6.36,3
-15.22,34.77,-37.45,17.32,35.34,-0.82,51.53,-5.51,59.16,6.12,3
-15.49,34.94,-40.59,17.09,36.65,-2.73,51.53,-5.51,58.53,5.41,3
47.61,15.4,-41.74,6.39,-58.75,-21.32,66.95,-7.37,77.77,-0.5,4
48.81,14.38,-41.93,6.4,-53.74,-24.42,55.55,-6.13,77.49,-0.77,4
45.54,12.42,-39.36,6.84,-53.74,-24.42,57.52,-6.37,77.73,-1.26,4
54.6,12.33,-37.04,5.66,-54.02,-23.53,47.92,-12.82,81.64,-0.79,4
51.94,13.48,-37.04,5.66,-44.71,-30.28,53.76,4.36,82.22,2.6,4
53.1,13.1,-36.19,9.32,-59.63,-19.63,65.45,-11.96,82.12,0.85,4
53.1,13.1,-35.71,9.78,-51.89,-25.55,67.29,0.52,82.17,1.2,4
50.13,12.88,-32.66,7.73,-50.43,-24.98,55.43,-16.9,81.21,-0.59,4
54.9,9.24,-32.67,8.34,-52.97,-24.43,55.43,-16.9,82.01,-1.21,4
54.74,8.51,-36.24,5.17,-45.65,-31.83,61.15,-12.73,82.11,-2.46,4
56.25,8.0,-31.86,3.9,-45.65,-31.83,62.09,-11.74,83.68,-3.18,4
54.48,10.7,-28.83,3.03,-50.9,-27.58,59.15,-14.95,83.02,-2.9,4
52.03,8.97,-28.83,3.03,-50.6,-25.04,57.91,-12.0,82.01,-3.08,4
52.3,13.0,-33.41,5.27,-47.21,-30.33,61.15,-11.83,82.3,-3.09,4
52.3,13.0,-30.81,5.63,-48.3,-26.7,55.85,-11.46,83.05,-2.09,4
50.2,8.48,-34.67,5.37,-48.63,-28.01,59.19,-10.72,82.52,-2.53,4
50.04,9.89,-32.91,5.16,-47.71,-28.83,59.19,-10.72,82.39,-2.58,4
50.77,8.61,-33.01,4.01,-49.06,-26.73,60.13,-9.97,82.52,-2.57,4
49.62,9.68,-32.62,3.93,-49.06,-26.73,56.64,-11.07,82.23,-2.6,4
49.03,9.59,-33.02,4.46,-48.72,-27.46,55.45,-10.54,81.8,-2.63,4
49.43,8.52,-33.02,4.46,-48.9,-27.64,59.52,-8.6,82.12,-2.62,4
49.83,8.81,-33.03,5.43,-49.68,-26.32,57.69,-11.09,81.71,-2.61,4
49.83,8.81,-32.02,4.7,-47.95,-28.67,55.82,-10.23,81.67,-2.58,4
49.47,8.27,-32.35,5.3,-48.47,-28.5,58.57,-10.34,81.54,-2.65,4
48.38,9.11,-31.34,4.92,-48.34,-26.54,58.57,-10.34,80.97,-2.41,4
36.26,15.3,-44.16,7.63,-58.39,-21.82,53.1,-12.62,70.69,-0.01,4
38.43,14.84,-45.11,7.1,-58.39,-21.82,39.35,-8.0,69.24,0.66,4
40.53,14.84,-44.42,8.4,-56.99,-23.62,44.21,-6.2,70.07,1.58,4
38.79,14.52,-44.42,8.4,-59.4,-19.77,43.38,-6.37,69.66,1.54,4
37.55,14.41,-43.91,8.62,-59.54,-20.48,46.07,-7.07,69.8,1.32,4
37.55,14.41,-41.89,7.18,-60.64,-19.86,46.4,-6.87,69.9,1.43,4
38.43,15.17,-43.74,7.44,-59.51,-20.2,42.94,-7.04,69.93,1.4,4
38.61,14.67,-44.16,9.1,-58.26,-21.49,42.94,-7.04,69.86,1.36,4
37.55,15.08,-43.11,7.94,-59.24,-20.85,43.64,-6.71,69.46,1.4,4
37.98,15.15,-43.04,8.37,-59.24,-20.85,42.11,-8.13,69.51,1.44,4
