f0x,f0y,f1x,f1y,f2x,f2y,f3x,f3y,roll,pitch,label
5.85,19.56,5.98,11.04,6.77,-17.43,6.93,-5.96,33.68,6.81,1
5.85,19.56,5.98,11.04,6.77,-17.43,6.04,-2.09,33.58,6.81,1
4.95,19.28,5.98,11.04,6.77,-17.43,6.04,-2.09,33.28,6.81,1
4.95,19.28,5.69,11.34,6.77,-17.43,6.04,-2.09,33.21,6.83,1
4.95,19.28,5.69,11.34,3.7,-14.39,6.04,-2.09,32.71,6.99,1
4.95,19.28,5.69,11.34,3.7,-14.39,4.13,-3.67,32.93,7.01,1
3.11,19.54,5.69,11.34,3.7,-14.39,4.13,-3.67,33.24,6.93,1
3.11,19.54,4.22,11.89,3.7,-14.39,4.13,-3.67,32.56,6.87,1
3.11,19.54,4.22,11.89,3.34,-22.57,4.13,-3.67,32.04,6.8,1
3.11,19.54,4.22,11.89,3.34,-22.57,1.45,-3.89,31.3,6.09,1
2.57,18.88,4.22,11.89,3.34,-22.57,1.45,-3.89,31.3,6.08,1
2.57,18.88,2.67,14.45,3.34,-22.57,1.45,-3.89,30.65,6.19,1
2.57,18.88,2.67,14.45,1.41,-19.04,1.45,-3.89,30.48,5.93,1
2.57,18.88,2.67,14.45,1.41,-19.04,-0.49,-4.05,30.15,5.93,1
0.39,19.11,2.67,14.45,1.41,-19.04,-0.49,-4.05,29.48,5.95,1
0.39,19.11,-0.37,10.03,1.41,-19.04,-0.49,-4.05,29.23,5.9,1
0.39,19.11,-0.37,10.03,-0.17,-19.61,-0.49,-4.05,29.06,5.84,1
0.39,19.11,-0.37,10.03,-0.17,-19.61,-0.55,-4.43,29.03,5.8,1
0.41,18.19,-0.37,10.03,-0.17,-19.61,-0.55,-4.43,29.04,5.76,1
0.41,18.19,-0.21,10.02,-0.17,-19.61,-0.55,-4.43,28.81,5.66,1
0.41,18.19,-0.21,10.02,0.2,-20.86,-0.55,-4.43,28.69,5.61,1
0.41,18.19,-0.21,10.02,0.2,-20.86,-1.42,-4.42,28.58,5.5,1
-0.31,18.83,-0.21,10.02,0.2,-20.86,-1.42,-4.42,28.58,5.5,1
-0.31,18.83,-0.2,9.67,0.2,-20.86,-1.42,-4.42,28.49,5.45,1
-0.31,18.83,-0.2,9.67,0.47,-19.92,-1.42,-4.42,28.5,5.43,1
-0.31,18.83,-0.2,9.67,0.47,-19.92,-1.47,-4.9,28.44,5.42,1
-0.45,19.03,-0.2,9.67,0.47,-19.92,-1.47,-4.9,28.25,5.36,1
-0.45,19.03,-0.52,9.48,0.47,-19.92,-1.47,-4.9,28.15,5.33,1
-0.45,19.03,-0.52,9.48,-1.26,-20.94,-1.47,-4.9,27.94,5.3,1
-0.45,19.03,-0.52,9.48,-1.26,-20.94,-2.19,-4.61,27.89,5.25,1
-0.49,17.76,-0.52,9.48,-1.26,-20.94,-2.19,-4.61,27.92,5.25,1
-0.49,17.76,-0.77,9.51,-1.26,-20.94,-2.19,-4.61,27.91,5.27,1
-0.49,17.76,-0.77,9.51,-0.24,-21.49,-2.19,-4.61,27.87,5.25,1
-0.49,17.76,-0.77,9.51,-0.24,-21.49,-2.17,-4.54,27.87,5.22,1
-0.52,19.02,-0.77,9.51,-0.24,-21.49,-2.17,-4.54,27.85,5.22,1
-0.52,19.02,-1.18,9.05,-0.24,-21.49,-2.17,-4.54,27.67,5.16,1
-0.52,19.02,-1.18,9.05,-0.25,-21.45,-2.17,-4.54,27.66,5.17,1
-0.52,19.02,-1.18,9.05,-0.25,-21.45,-2.8,-5.0,27.63,5.14,1
-1.14,18.46,-1.18,9.05,-0.25,-21.45,-2.8,-5.0,27.55,5.11,1
-1.14,18.46,-1.42,9.83,-0.25,-21.45,-2.8,-5.0,27.52,5.07,1
-1.14,18.46,-1.42,9.83,0.86,-22.21,-2.8,-5.0,27.87,5.03,1
-1.14,18.46,-1.42,9.83,0.86,-22.21,-4.4,-6.02,27.83,4.91,1
0.2,17.11,-1.42,9.83,0.86,-22.21,-4.4,-6.02,27.97,4.67,1
0.2,17.11,6.08,8.45,0.86,-22.21,-4.4,-6.02,32.09,5.27,1
0.2,17.11,6.08,8.45,9.1,-16.99,-4.4,-6.02,34.46,5.58,1
0.2,17.11,6.08,8.45,9.1,-16.99,13.35,-4.89,37.85,6.03,1
10.66,18.61,6.08,8.45,9.1,-16.99,13.35,-4.89,39.19,6.12,1
10.66,18.61,12.14,10.86,9.1,-16.99,13.35,-4.89,41.47,6.23,1
10.66,18.61,12.14,10.86,13.39,-14.41,13.35,-4.89,42.21,6.45,1
10.66,18.61,12.14,10.86,13.39,-14.41,18.26,-3.21,43.11,6.81,1
14.97,21.16,12.14,10.86,13.39,-14.41,18.26,-3.21,45.14,7.33,1
14.97,21.16,18.68,12.51,13.39,-14.41,18.26,-3.21,46.25,7.53,1
14.97,21.16,18.68,12.51,20.47,-10.55,18.26,-3.21,47.97,7.59,1
14.97,21.16,18.68,12.51,20.47,-10.55,22.32,-2.49,48.59,7.59,1
17.31,20.01,18.68,12.51,20.47,-10.55,22.32,-2.49,49.36,7.59,1
17.31,20.01,20.74,13.57,18.6,-9.81,22.89,-2.71,50.19,7.59,1
18.47,20.12,22.22,13.15,20.38,-9.98,23.05,-2.47,51.34,7.47,1
19.69,20.0,21.2,11.94,21.12,-9.09,23.05,-2.47,52.24,7.16,1
20.47,19.52,21.04,13.04,20.98,-9.77,25.45,-3.45,52.47,7.05,1
19.77,19.65,23.13,12.76,20.98,-9.77,25.8,-3.4,52.89,7.04,1
21.21,18.98,22.18,12.31,21.42,-9.85,24.73,-3.69,53.42,6.87,1
21.4,19.37,22.18,12.31,21.41,-10.09,27.25,-3.54,53.99,6.76,1
22.73,19.5,22.77,12.44,23.14,-9.16,26.71,-5.3,54.83,6.8,1
22.73,19.5,24.96,12.33,23.34,-9.04,26.97,-3.57,55.05,6.93,1
22.56,19.59,24.31,13.09,25.85,-8.89,31.51,-3.45,56.59,6.85,1
22.54,19.03,27.41,11.57,26.08,-8.51,31.51,-3.45,57.79,6.56,1
25.7,18.42,28.25,12.4,26.6,-8.72,31.82,-4.21,59.16,6.16,1
25.99,18.18,29.94,10.76,26.6,-8.72,33.05,-5.39,59.91,5.88,1
27.36,18.38,31.27,10.63,29.9,-7.05,34.49,-5.28,60.84,5.5,1
28.11,17.68,31.27,10.63,29.09,-7.9,36.09,-5.47,61.69,5.25,1
29.07,17.34,30.73,11.01,30.86,-7.25,36.2,-5.9,62.4,4.9,1
29.07,17.34,32.32,10.6,30.34,-7.94,35.34,-6.28,62.63,4.66,1
28.72,17.06,32.72,10.18,32.35,-7.32,33.8,-5.45,62.7,4.71,1
29.83,17.4,31.91,10.62,29.35,-8.31,33.8,-5.45,62.47,4.89,1
27.81,17.43,32.81,10.21,32.32,-6.88,36.82,-6.25,63.41,4.64,1
29.83,16.62,33.33,10.48,32.32,-6.88,36.02,-6.24,64.0,4.37,1
31.67,15.69,34.91,9.67,33.1,-7.28,39.95,-6.62,66.1,3.61,1
33.79,15.03,34.91,9.67,34.43,-7.56,43.2,-7.37,67.74,3.18,1
34.17,14.83,36.99,9.73,38.13,-6.37,43.51,-7.47,69.04,2.89,1
34.17,14.83,38.38,8.96,37.69,-6.59,44.21,-6.88,69.21,2.89,1
34.42,14.77,39.67,6.85,39.61,-6.52,53.77,-7.25,72.25,3.11,1
37.92,17.3,43.46,7.73,47.13,0.8,53.77,-7.25,72.88,3.43,1
45.09,15.53,49.4,8.17,48.67,-1.5,48.28,-7.06,75.26,3.19,1
47.47,13.63,51.79,7.46,48.67,-1.5,54.68,-6.48,76.88,2.64,1
45.96,12.85,48.94,11.03,48.14,-2.37,55.51,-4.3,77.4,2.6,1
48.76,13.8,48.94,11.03,50.14,-1.72,57.37,-6.82,78.6,2.6,1
49.01,14.61,50.9,14.16,51.88,0.36,56.57,-6.95,80.13,2.42,1
49.01,14.61,53.79,7.27,53.1,0.39,57.6,-9.84,80.82,1.97,1
51.63,14.0,55.15,6.36,52.69,-0.4,59.68,-7.03,81.56,2.01,1
52.21,14.02,56.67,6.38,55.15,1.32,59.68,-7.03,82.81,1.8,1
52.22,13.8,55.4,5.59,53.98,1.83,60.65,-6.51,82.91,1.72,1
52.97,13.12,56.11,7.11,53.98,1.83,59.23,-7.84,82.97,1.78,1
52.81,13.54,54.05,7.24,55.26,2.03,60.36,-7.71,82.88,1.86,1
53.35,12.49,54.05,7.24,55.89,1.8,60.14,-7.1,82.96,1.86,1
53.35,12.49,59.57,6.1,49.34,4.36,49.63,-4.4,77.22,4.56,1
42.62,19.64,42.02,13.14,38.51,-1.32,44.34,-2.77,69.89,7.33,1
37.0,20.55,38.33,12.56,38.65,-2.22,44.34,-2.77,67.04,7.79,1
34.48,20.98,37.99,12.85,34.01,-3.29,42.69,-2.96,65.29,7.94,1
32.69,21.06,34.67,13.18,34.01,-3.29,38.28,-2.4,62.98,8.22,1
31.57,21.26,33.96,13.07,33.57,-4.59,38.51,-2.48,62.05,8.14,1
27.47,21.33,33.96,13.07,31.65,-5.72,33.36,-3.27,59.08,8.07,1
27.52,20.71,30.9,13.16,29.67,-5.76,33.8,-2.6,58.19,8.06,1
27.52,20.71,29.36,13.06,29.8,-6.79,33.33,-4.34,57.38,8.03,1
26.23,22.17,27.43,13.83,26.11,-8.48,32.87,-2.64,54.55,8.7,1
20.9,22.03,16.78,14.25,13.3,-10.42,32.87,-2.64,45.02,9.43,1
12.29,22.08,10.24,12.63,8.49,-18.69,12.9,-2.51,36.75,7.84,1
8.42,20.3,5.4,9.8,8.49,-18.69,4.7,-2.57,32.89,6.9,1
8.42,20.3,5.4,9.8,6.24,-18.79,4.7,-2.57,32.42,6.54,1
8.42,20.3,5.4,9.8,6.24,-18.79,5.43,-2.47,31.92,6.4,1
5.33,18.77,5.4,9.8,6.24,-18.79,5.43,-2.47,31.51,6.3,1
5.33,18.77,3.48,8.45,6.24,-18.79,5.43,-2.47,30.71,6.08,1
5.33,18.77,3.48,8.45,3.56,-21.16,5.43,-2.47,29.28,5.49,1
5.33,18.77,3.48,8.45,3.56,-21.16,0.51,-4.44,28.86,5.32,1
1.86,17.25,3.48,8.45,3.56,-21.16,0.51,-4.44,28.28,4.99,1
1.86,17.25,1.66,7.71,3.56,-21.16,0.51,-4.44,27.84,4.49,1
1.86,17.25,1.66,7.71,2.91,-22.96,0.51,-4.44,27.5,4.16,1
1.86,17.25,1.66,7.71,2.91,-22.96,-1.26,-5.19,27.66,3.98,1
2.47,17.16,1.66,7.71,2.91,-22.96,-1.26,-5.19,27.44,3.87,1
2.47,17.16,2.64,7.33,2.91,-22.96,-1.26,-5.19,27.63,3.87,1
2.47,17.16,2.64,7.33,2.08,-22.05,-1.26,-5.19,27.44,3.75,1
2.47,17.16,2.64,7.33,2.08,-22.05,-0.25,-5.24,27.54,3.85,1
2.4,17.7,2.64,7.33,2.08,-22.05,-0.25,-5.24,27.38,3.8,1
2.4,17.7,2.64,7.15,2.08,-22.05,-0.25,-5.24,27.33,3.82,1
2.4,17.7,2.64,7.15,2.45,-23.36,-0.25,-5.24,27.26,3.58,1
2.4,17.7,2.64,7.15,2.45,-23.36,-2.82,-7.16,27.27,3.57,1
5.13,18.84,2.64,7.15,2.45,-23.36,-2.82,-7.16,27.36,4.05,1
5.13,18.84,2.36,8.82,2.45,-23.36,-2.82,-7.16,28.21,4.69,1
5.13,18.84,2.36,8.82,3.58,-24.71,-2.82,-7.16,27.82,4.48,1
5.13,18.84,2.36,8.82,3.58,-24.71,2.96,-2.3,28.39,4.69,1
2.83,17.92,2.36,8.82,3.58,-24.71,2.96,-2.3,28.28,4.89,1
2.83,17.92,3.62,7.42,3.58,-24.71,2.96,-2.3,28.31,4.72,1
2.83,17.92,3.62,7.42,2.77,-20.7,2.96,-2.3,28.33,4.81,1
2.83,17.92,3.62,7.42,2.77,-20.7,1.14,-4.85,28.31,4.84,1
3.73,18.97,3.62,7.42,2.77,-20.7,1.14,-4.85,28.44,4.98,1
3.73,18.97,2.09,8.13,2.77,-20.7,1.14,-4.85,28.42,4.86,1
3.73,18.97,2.09,8.13,3.58,-22.7,1.14,-4.85,28.09,4.25,1
3.73,18.97,2.09,8.13,3.58,-22.7,2.68,-2.55,28.38,4.58,1
-47.09,33.37,-72.77,8.69,-63.28,-2.86,22.91,4.28,27.47,9.68,2
-47.09,33.37,-71.16,10.25,-63.28,-2.86,22.91,4.28,27.15,9.6,2
-47.09,33.37,-71.16,10.25,-60.65,-4.31,22.91,4.28,27.04,9.43,2
-47.09,33.37,-71.16,10.25,-60.65,-4.31,19.13,3.27,27.16,9.32,2
-48.0,31.88,-71.16,10.25,-60.65,-4.31,19.13,3.27,27.26,9.08,2
-48.0,31.88,-72.34,8.99,-60.65,-4.31,19.13,3.27,27.42,8.67,2
-48.0,31.88,-72.34,8.99,-60.55,-5.09,19.13,3.27,27.34,8.42,2
-48.0,31.88,-72.34,8.99,-60.55,-5.09,20.05,3.58,27.22,8.33,2
-48.62,31.21,-72.34,8.99,-60.55,-5.09,20.05,3.58,27.16,8.17,2
-48.62,31.21,-72.86,8.48,-60.55,-5.09,20.05,3.58,27.26,7.86,2
-48.62,31.21,-72.86,8.48,-60.46,-5.31,20.05,3.58,27.17,7.49,2
-48.62,31.21,-72.86,8.48,-60.46,-5.31,18.85,1.13,27.06,7.42,2
-49.67,30.33,-72.86,8.48,-60.46,-5.31,18.85,1.13,26.78,7.45,2
-49.67,30.33,-72.03,9.37,-60.46,-5.31,18.85,1.13,26.86,7.2,2
-49.67,30.33,-72.03,9.37,-59.42,-5.63,18.85,1.13,27.02,7.24,2
-49.67,30.33,-72.03,9.37,-59.42,-5.63,22.57,2.95,27.13,7.21,2
-47.65,33.1,-72.03,9.37,-59.42,-5.63,22.57,2.95,27.21,7.27,2
-47.65,33.1,-74.46,7.17,-59.42,-5.63,22.57,2.95,26.46,7.17,2
-47.65,33.1,-74.46,7.17,-57.86,-4.41,22.57,2.95,26.81,7.33,2
-47.65,33.1,-74.46,7.17,-57.86,-4.41,26.12,3.66,27.49,7.72,2
-48.73,32.75,-74.46,7.17,-57.86,-4.41,26.12,3.66,27.41,7.73,2
-48.73,32.75,-71.63,7.5,-57.86,-4.41,26.12,3.66,27.6,7.62,2
-48.73,32.75,-71.63,7.5,-55.03,-1.98,26.12,3.66,27.52,7.59,2
-48.73,32.75,-71.63,7.5,-55.03,-1.98,24.08,0.75,27.83,7.5,2
-48.39,31.73,-71.63,7.5,-55.03,-1.98,24.08,0.75,29.39,7.17,2
-48.39,31.73,-72.48,8.52,-55.03,-1.98,24.08,0.75,30.07,6.83,2
-48.39,31.73,-72.48,8.52,-59.94,-6.02,24.08,0.75,32.79,7.0,2
-48.39,31.73,-72.48,8.52,-59.94,-6.02,26.01,1.36,33.43,6.71,2
-44.53,33.95,-72.48,8.52,-59.94,-6.02,26.01,1.36,35.68,7.06,2
-44.53,33.95,-68.53,11.18,-59.94,-6.02,26.01,1.36,36.71,7.21,2
-44.53,33.95,-68.53,11.18,-64.19,-7.06,26.01,1.36,37.58,7.37,2
-44.53,33.95,-68.53,11.18,-64.19,-7.06,32.29,1.21,38.2,7.31,2
-43.48,33.72,-68.53,11.18,-64.19,-7.06,32.29,1.21,38.36,7.26,2
-43.48,33.72,-67.42,12.68,-64.19,-7.06,32.29,1.21,38.53,7.43,2
-43.48,33.72,-67.42,12.68,-64.79,-7.19,32.29,1.21,38.57,7.47,2
-43.48,33.72,-67.42,12.68,-64.79,-7.19,34.57,1.08,38.98,7.55,2
-41.61,35.67,-67.42,12.68,-64.79,-7.19,34.57,1.08,39.25,7.64,2
-41.61,35.67,-68.29,11.46,-64.79,-7.19,34.57,1.08,39.29,7.66,2
-41.61,35.67,-68.29,11.46,-65.19,-6.77,34.57,1.08,39.28,7.62,2
-41.61,35.67,-68.29,11.46,-65.19,-6.77,31.15,0.95,39.38,7.67,2
-40.84,36.18,-68.29,11.46,-65.19,-6.77,31.15,0.95,40.15,7.84,2
-40.84,36.18,-67.12,11.89,-65.19,-6.77,31.15,0.95,40.37,7.78,2
-40.84,36.18,-67.12,11.89,-66.9,-6.71,31.15,0.95,40.51,7.71,2
-40.84,36.18,-67.12,11.89,-66.9,-6.71,37.26,1.12,41.23,7.77,2
-40.0,35.94,-67.12,11.89,-66.9,-6.71,37.26,1.12,41.73,7.78,2
-40.0,35.94,-64.5,13.42,-66.9,-6.71,37.26,1.12,42.63,7.93,2
-40.0,35.94,-64.5,13.42,-68.73,-7.67,37.26,1.12,42.95,7.97,2
-39.5,36.49,-64.5,13.42,-68.73,-7.67,32.29,0.51,43.37,7.96,2
-39.5,36.49,-64.12,12.65,-68.81,-7.45,40.98,2.48,44.23,7.97,2
-38.91,36.52,-62.79,13.8,-68.39,-9.04,33.8,0.18,44.48,7.82,2
-37.84,38.05,-63.73,14.78,-69.58,-8.22,33.8,0.18,44.73,8.17,2
-37.11,37.64,-64.67,10.79,-70.62,-9.12,39.49,2.14,46.71,7.1,2
-37.54,35.76,-60.38,13.61,-70.62,-9.12,40.33,-0.97,47.66,7.0,2
-34.78,36.93,-57.9,14.14,-71.32,-7.99,39.44,1.1,50.1,7.28,2
-36.31,36.73,-57.9,14.14,-70.98,-9.88,41.95,0.32,50.1,7.21,2
-28.13,37.87,-59.95,14.22,-69.64,-11.11,46.06,-0.47,58.01,7.27,2
-28.13,37.87,-46.87,15.04,-66.22,-13.18,65.8,0.35,65.76,5.94,2
-21.28,36.2,-37.3,16.31,-52.91,-17.18,68.08,-3.44,76.0,3.83,2
-17.58,33.82,-33.93,15.42,-52.07,-17.64,68.08,-3.44,77.81,3.25,2
-15.48,33.87,-32.6,16.55,-53.83,-16.39,69.01,-2.15,78.79,3.12,2
-15.18,33.21,-34.51,15.99,-50.51,-16.63,71.97,-2.09,79.13,3.14,2
-15.9,34.21,-32.67,15.94,-50.51,-16.63,70.07,-2.75,79.48,3.2,2
-14.52,34.91,-33.79,16.65,-50.16,-17.07,70.91,-0.88,78.92,4.02,2
-15.7,34.59,-33.79,16.65,-52.17,-15.02,68.68,-2.53,78.8,4.09,2
-14.64,34.98,-33.06,16.81,-52.35,-15.52,70.81,-2.4,79.46,4.21,2
-14.64,34.98,-31.96,17.27,-52.72,-15.72,73.73,-1.43,80.25,4.4,2
-12.85,35.42,-32.66,16.16,-50.18,-15.45,76.0,0.79,81.13,4.91,2
-14.54,34.88,-29.99,19.35,-52.36,-15.03,76.0,0.79,80.11,5.23,2
-12.29,36.49,-31.73,19.24,-60.27,-13.56,70.86,-0.09,75.99,6.2,2
-19.0,37.28,-36.91,18.22,-60.27,-13.56,61.99,0.63,72.95,6.76,2
-28.51,39.24,-49.07,17.45,-60.57,-11.3,56.48,2.05,63.2,7.7,2
-24.26,39.48,-49.07,17.45,-66.88,-12.08,50.61,1.02,62.79,7.79,2
-26.29,37.62,-48.61,16.16,-66.91,-11.25,47.92,0.68,62.0,7.48,2
-26.29,37.62,-45.03,16.81,-74.98,-5.52,36.48,2.33,56.9,8.69,2
-32.42,39.59,-55.85,16.63,-74.05,-7.08,38.12,4.69,50.08,10.42,2
-34.39,39.94,-57.83,17.73,-74.23,-5.0,38.12,4.69,47.89,10.93,2
-34.71,39.48,-60.84,15.36,-74.23,-5.0,36.52,2.83,46.85,10.99,2
-34.71,39.48,-60.84,15.36,-72.11,-4.81,36.52,2.83,45.25,10.87,2
-34.71,39.48,-60.84,15.36,-72.11,-4.81,32.66,4.71,44.92,10.85,2
-36.08,39.23,-60.84,15.36,-72.11,-4.81,32.66,4.71,44.87,10.95,2
-36.08,39.23,-61.13,16.1,-72.11,-4.81,32.66,4.71,44.48,10.93,2
-36.08,39.23,-61.13,16.1,-72.64,-4.92,32.66,4.71,44.22,10.94,2
-36.08,39.23,-61.13,16.1,-72.64,-4.92,31.37,4.44,43.93,10.9,2
-37.12,38.9,-61.13,16.1,-72.64,-4.92,31.37,4.44,43.53,10.91,2
-37.12,38.9,-63.3,13.3,-72.64,-4.92,31.37,4.44,42.37,10.79,2
-37.12,38.9,-63.3,13.3,-69.74,-4.44,31.37,4.44,41.86,10.89,2
-37.12,38.9,-63.3,13.3,-69.74,-4.44,28.87,5.55,40.71,11.02,2
-39.17,39.24,-63.3,13.3,-69.74,-4.44,28.87,5.55,40.04,10.72,2
-39.17,39.24,-69.19,10.06,-69.74,-4.44,28.87,5.55,39.29,11.07,2
-39.17,39.24,-69.19,10.06,-69.74,1.86,28.87,5.55,37.67,12.45,2
-39.17,39.24,-69.19,10.06,-69.74,1.86,15.73,7.93,36.69,13.22,2
-44.66,34.9,-69.19,10.06,-69.74,1.86,15.73,7.93,33.68,14.65,2
-44.66,34.9,-62.61,19.24,-69.74,1.86,15.73,7.93,32.82,14.12,2
-44.66,34.9,-62.61,19.24,-64.9,7.24,15.73,7.93,30.74,17.84,2
-44.66,34.9,-62.61,19.24,-64.9,7.24,18.76,9.85,30.16,18.7,2
-35.38,45.87,-62.61,19.24,-64.9,7.24,18.76,9.85,29.86,18.17,2
-35.38,45.87,-61.15,17.55,-64.9,7.24,18.76,9.85,27.0,20.31,2
-35.38,45.87,-61.15,17.55,-57.33,7.47,18.76,9.85,25.57,20.51,2
-35.38,45.87,-61.15,17.55,-57.33,7.47,3.92,16.64,23.61,20.82,2
-41.28,40.18,-61.15,17.55,-57.33,7.47,3.92,16.64,22.77,21.19,2
-41.28,40.18,-58.88,20.46,-57.33,7.47,3.92,16.64,22.15,21.2,2
-41.28,40.18,-58.88,20.46,-55.72,9.07,3.92,16.64,21.84,21.24,2
-41.28,40.18,-58.88,20.46,-55.72,9.07,5.99,17.6,21.74,21.15,2
-41.1,40.23,-58.88,20.46,-55.72,9.07,5.99,17.6,21.76,21.31,2
-41.1,40.23,-59.58,19.69,-55.72,9.07,5.99,17.6,21.67,21.34,2
-41.1,40.23,-59.58,19.69,-56.21,9.55,5.99,17.6,21.49,21.35,2
-41.1,40.23,-59.58,19.69,-56.21,9.55,3.64,14.62,21.45,21.35,2
-41.17,40.15,-59.58,19.69,-56.21,9.55,3.64,14.62,21.38,21.4,2
-41.17,40.15,-58.81,20.04,-56.21,9.55,3.64,14.62,21.31,21.45,2
-41.17,40.15,-58.81,20.04,-56.23,9.5,3.64,14.62,21.23,21.38,2
-41.17,40.15,-58.81,20.04,-56.23,9.5,2.4,15.3,21.08,21.41,2
-41.14,40.2,-58.81,20.04,-56.23,9.5,2.4,15.3,20.98,21.38,2
-41.14,40.2,-59.13,19.62,-56.23,9.5,2.4,15.3,20.95,21.41,2
-41.14,40.2,-59.13,19.62,-56.05,9.57,2.4,15.3,20.96,21.45,2
-41.14,40.2,-59.13,19.62,-56.05,9.57,4.57,16.38,20.86,21.49,2
-41.16,40.15,-59.13,19.62,-56.05,9.57,4.57,16.38,20.8,21.51,2
-41.16,40.15,-59.34,19.74,-56.05,9.57,4.57,16.38,20.81,21.53,2
-41.16,40.15,-59.34,19.74,-55.92,9.56,4.57,16.38,20.77,21.56,2
-41.16,40.15,-59.34,19.74,-55.92,9.56,4.05,16.93,20.67,21.56,2
-40.8,40.53,-59.34,19.74,-55.92,9.56,4.05,16.93,20.6,21.58,2
-40.8,40.53,-58.76,19.96,-55.92,9.56,4.05,16.93,20.59,21.63,2
-40.8,40.53,-58.76,19.96,-55.68,9.93,4.05,16.93,20.54,21.59,2
-40.8,40.53,-58.76,19.96,-55.68,9.93,3.39,16.71,20.56,21.6,2
-41.36,39.92,-58.76,19.96,-55.68,9.93,3.39,16.71,20.56,21.6,2
-41.36,39.92,-59.59,18.97,-55.68,9.93,3.39,16.71,20.51,21.58,2
-41.36,39.92,-59.59,18.97,-54.95,6.87,3.39,16.71,20.62,21.55,2
-41.36,39.92,-59.59,18.97,-54.95,6.87,5.02,10.27,23.97,16.84,2
-44.28,34.96,-59.59,18.97,-54.95,6.87,5.02,10.27,28.2,12.47,2
-44.28,34.96,-68.61,10.23,-54.95,6.87,5.02,10.27,34.71,8.59,2
-44.28,34.96,-68.61,10.23,-70.82,-9.99,5.02,10.27,38.42,8.9,2
-44.28,34.96,-68.61,10.23,-70.82,-9.99,35.82,-2.55,41.78,9.15,2
-32.63,34.66,-68.61,10.23,-70.82,-9.99,35.82,-2.55,47.81,7.26,2
-32.63,34.66,-49.24,11.22,-70.82,-9.99,35.82,-2.55,52.14,6.65,2
-32.63,34.66,-49.24,11.22,-59.94,-17.36,35.82,-2.55,60.94,7.16,2
-32.63,34.66,-49.24,11.22,-59.94,-17.36,53.66,1.94,65.42,7.94,2
-18.0,34.24,-49.24,11.22,-59.94,-17.36,53.66,1.94,68.89,6.02,2
-18.0,34.24,-31.83,19.13,-59.94,-17.36,53.66,1.94,69.21,4.77,2
-19.87,33.33,-35.05,16.18,-54.45,-16.02,54.88,-2.44,72.55,4.86,2
-12.22,33.33,-35.05,16.18,-50.67,-14.88,62.29,-1.8,76.5,5.45,2
-12.58,36.39,-29.4,19.07,-48.55,-16.33,62.2,0.94,77.84,5.65,2
-12.58,36.39,-29.8,17.15,-49.07,-14.58,63.91,-0.61,78.28,5.45,2
-11.57,35.15,-28.44,17.44,-49.79,-14.2,65.25,0.29,78.58,5.63,2
-11.51,34.95,-28.73,18.4,-49.27,-15.14,65.25,0.29,78.62,5.7,2
-12.31,34.79,-28.64,18.63,-48.18,-15.84,63.45,-0.47,79.02,5.74,2
-10.86,35.07,-27.78,17.53,-48.18,-15.84,64.19,-0.43,79.42,5.77,2
-11.19,35.98,-27.96,17.17,-49.19,-14.38,65.82,-0.07,79.68,5.86,2
-10.23,35.21,-27.96,17.17,-45.68,-13.94,63.02,0.02,80.36,5.96,2
-11.37,35.65,-26.49,19.57,-48.31,-15.18,67.41,0.29,80.32,6.22,2
-11.37,35.65,-27.42,18.48,-47.65,-13.06,63.55,-0.24,80.4,6.3,2
-10.19,35.69,-25.86,19.01,-47.44,-14.53,64.27,0.95,80.76,6.32,2
-9.87,35.36,-25.35,18.88,-47.9,-14.45,64.27,0.95,80.97,6.23,2
-8.88,35.98,-25.77,18.8,-44.68,-16.43,67.83,-0.73,81.63,6.15,2
-12.31,32.94,-25.16,18.7,-44.68,-16.43,65.55,4.95,81.18,5.58,2
-11.97,34.84,-24.27,18.45,-47.04,-15.46,65.1,-0.5,81.21,5.87,2
-10.81,34.09,-24.27,18.45,-45.3,-13.09,63.89,-0.02,80.43,5.95,2
-10.58,35.85,-27.15,19.4,-47.68,-14.95,65.44,0.4,80.34,6.02,2
-10.58,35.85,-26.86,17.37,-46.52,-14.97,61.83,-0.15,80.33,5.81,2
-9.96,34.18,-26.08,18.93,-46.93,-15.06,65.82,0.01,80.42,5.56,2
-11.54,34.15,-26.48,18.64,-47.79,-14.98,65.82,0.01,80.29,5.53,2
-10.98,35.36,-26.85,18.11,-46.72,-15.12,64.42,0.11,80.19,5.59,2
-10.13,36.05,-26.77,18.49,-46.97,-15.91,63.02,-0.67,80.05,5.83,2
-11.23,34.7,-25.19,17.37,-46.97,-15.91,61.44,-2.3,80.37,5.52,2
-8.57,34.66,-18.75,23.86,-45.87,-15.12,64.55,-0.75,81.39,5.45,2
-17.82,39.13,-18.75,23.86,-39.79,-27.47,64.44,-6.09,71.22,6.34,2
-23.67,36.92,-41.49,17.54,-65.91,-10.1,46.42,4.95,61.37,8.68,2
-23.67,36.92,-41.87,19.18,-68.28,-9.31,47.7,3.28,59.39,9.35,2
-23.06,40.95,-46.11,17.34,-66.73,-10.29,46.46,3.19,58.6,9.08,2
-25.58,38.6,-45.3,17.16,-67.43,-9.9,46.46,3.19,58.29,9.19,2
-24.9,40.51,-44.64,18.31,-67.4,-10.76,44.55,3.1,58.22,9.41,2
-24.07,38.64,-50.57,18.85,-67.4,-10.76,48.52,3.73,55.45,9.96,2
