f0x,f0y,f1x,f1y,f2x,f2y,f3x,f3y,roll,pitch,label
16.33,62.65,-0.32,72.28,-23.24,53.6,-10.12,70.8,89.36,78.08,8
16.33,62.65,-0.32,72.28,-22.97,54.03,-10.12,70.8,87.45,78.1,8
16.33,62.65,-0.32,72.28,-22.97,54.03,-9.97,71.03,87.34,77.94,8
14.71,63.73,-0.32,72.28,-22.97,54.03,-9.97,71.03,86.84,77.91,8
14.71,63.73,2.25,73.18,-22.97,54.03,-9.97,71.03,86.72,78.15,8
14.71,63.73,2.25,73.18,-22.48,55.03,-9.97,71.03,88.42,78.5,8
14.71,63.73,2.25,73.18,-22.48,55.03,-10.27,71.16,86.98,78.49,8
11.99,65.32,2.25,73.18,-22.48,55.03,-10.27,71.16,85.91,78.37,8
11.99,65.32,1.08,73.74,-22.48,55.03,-10.27,71.16,85.8,78.36,8
11.99,65.32,1.08,73.74,-22.81,55.23,-10.27,71.16,87.11,78.31,8
11.99,65.32,1.08,73.74,-22.81,55.23,-10.6,70.73,86.55,78.69,8
14.21,63.99,1.08,73.74,-22.81,55.23,-10.6,70.73,86.41,78.75,8
14.21,63.99,0.18,72.1,-22.81,55.23,-10.6,70.73,86.56,78.88,8
14.21,63.99,0.18,72.1,-22.66,55.22,-10.6,70.73,86.61,78.9,8
14.21,63.99,0.18,72.1,-22.66,55.22,-9.72,71.63,86.85,78.77,8
13.39,64.51,0.18,72.1,-22.66,55.22,-9.72,71.63,87.19,78.71,8
13.39,64.51,0.32,72.71,-22.66,55.22,-9.72,71.63,87.09,78.68,8
13.39,64.51,0.32,72.71,-22.49,55.15,-9.72,71.63,87.06,78.71,8
13.39,64.51,0.32,72.71,-22.49,55.15,-10.82,70.5,86.82,78.73,8
14.34,63.64,0.32,72.71,-22.49,55.15,-10.82,70.5,86.69,78.77,8
14.34,63.64,0.23,71.98,-22.49,55.15,-10.82,70.5,86.76,78.83,8
14.34,63.64,0.23,71.98,-23.1,54.77,-10.82,70.5,86.69,78.86,8
14.34,63.64,0.23,71.98,-23.1,54.77,-10.09,71.32,86.42,78.91,8
13.95,64.22,0.23,71.98,-23.1,54.77,-10.09,71.32,86.36,78.93,8
13.95,64.22,0.33,72.77,-23.1,54.77,-10.09,71.32,86.54,78.91,8
13.95,64.22,0.33,72.77,-22.48,55.17,-10.09,71.32,86.41,78.91,8
13.95,64.22,0.33,72.77,-22.48,55.17,-10.18,71.17,86.28,78.93,8
13.39,64.07,0.33,72.77,-22.48,55.17,-10.18,71.17,85.98,78.95,8
13.39,64.07,0.57,72.24,-22.48,55.17,-10.18,71.17,85.41,78.98,8
13.39,64.07,0.57,72.24,-23.42,54.95,-10.18,71.17,85.23,79.01,8
13.39,64.07,0.57,72.24,-23.42,54.95,-10.55,70.79,84.23,78.94,8
13.25,64.03,0.57,72.24,-23.42,54.95,-10.55,70.79,84.31,79.04,8
13.25,64.03,0.37,71.37,-23.42,54.95,-10.55,70.79,84.08,79.09,8
13.25,64.03,0.37,71.37,-21.64,55.49,-10.55,70.79,84.16,79.1,8
13.25,64.03,0.37,71.37,-21.64,55.49,-10.58,70.77,84.31,79.09,8
13.94,63.88,0.37,71.37,-21.64,55.49,-10.58,70.77,84.5,79.08,8
13.94,63.88,-0.21,71.85,-21.64,55.49,-10.58,70.77,84.51,79.09,8
13.94,63.88,-0.21,71.85,-22.09,55.73,-10.58,70.77,84.37,79.12,8
13.94,63.88,-0.21,71.85,-22.09,55.73,-9.16,72.18,84.33,79.09,8
13.46,64.23,-0.21,71.85,-22.09,55.73,-9.16,72.18,84.2,79.12,8
13.46,64.23,-0.34,72.05,-22.09,55.73,-9.16,72.18,84.33,79.12,8
13.46,64.23,-0.34,72.05,-22.28,55.66,-9.16,72.18,84.57,79.1,8
13.46,64.23,-0.34,72.05,-22.28,55.66,-10.57,70.82,84.16,79.13,8
14.34,63.58,-0.34,72.05,-22.28,55.66,-10.57,70.82,84.42,79.12,8
14.34,63.58,0.03,72.12,-22.28,55.66,-10.57,70.82,84.57,79.16,8
14.34,63.58,0.03,72.12,-22.46,55.35,-10.57,70.82,84.52,79.18,8
14.34,63.58,0.03,72.12,-22.46,55.35,-10.46,70.87,84.65,79.29,8
13.45,64.21,0.03,72.12,-22.46,55.35,-10.46,70.87,84.66,79.33,8
13.45,64.21,0.33,71.26,-22.46,55.35,-10.46,70.87,84.74,79.39,8
13.45,64.21,0.33,71.26,-22.1,55.57,-10.46,70.87,84.76,79.4,8
13.45,64.21,0.33,71.26,-22.1,55.57,-10.0,71.34,84.77,79.37,8
13.96,63.57,0.33,71.26,-22.1,55.57,-10.0,71.34,84.69,79.38,8
13.96,63.57,-0.25,72.02,-22.1,55.57,-10.0,71.34,84.72,79.4,8
13.96,63.57,-0.25,72.02,-21.43,56.17,-10.0,71.34,84.29,79.44,8
13.96,63.57,-0.25,72.02,-21.43,56.17,-10.47,70.88,84.38,79.43,8
14.12,63.4,-0.25,72.02,-21.43,56.17,-10.47,70.88,84.24,79.43,8
14.12,63.4,-0.16,71.03,-21.43,56.17,-10.47,70.88,83.87,79.48,8
14.12,63.4,-0.16,71.03,-22.12,55.47,-10.47,70.88,83.61,79.54,8
14.12,63.4,-0.16,71.03,-22.12,55.47,-9.82,71.52,83.98,79.39,8
13.16,64.07,-0.16,71.03,-22.12,55.47,-9.82,71.52,83.51,79.46,8
13.16,64.07,0.27,71.56,-22.12,55.47,-9.82,71.52,83.57,79.42,8
13.16,64.07,0.27,71.56,-21.82,55.97,-9.82,71.52,83.64,79.33,8
13.16,64.07,0.27,71.56,-21.82,55.97,-10.13,71.25,84.82,79.15,8
13.65,64.3,0.27,71.56,-21.82,55.97,-10.13,71.25,84.84,79.09,8
13.65,64.3,0.27,72.05,-21.82,55.97,-10.13,71.25,84.7,79.13,8
13.65,64.3,0.27,72.05,-22.16,55.37,-10.13,71.25,84.7,79.12,8
13.65,64.3,0.27,72.05,-22.16,55.37,-10.07,71.26,84.58,79.22,8
13.63,64.03,0.27,72.05,-22.16,55.37,-10.07,71.26,84.61,79.23,8
13.63,64.03,-0.19,71.75,-22.16,55.37,-10.07,71.26,84.56,79.22,8
13.63,64.03,-0.19,71.75,-22.14,55.68,-10.07,71.26,84.48,79.22,8
13.63,64.03,-0.19,71.75,-22.14,55.68,-10.17,71.21,84.61,79.2,8
14.34,63.81,-0.19,71.75,-22.14,55.68,-10.17,71.21,84.75,79.21,8
14.34,63.81,-0.51,71.41,-22.14,55.68,-10.17,71.21,84.65,79.16,8
14.34,63.81,-0.51,71.41,-21.87,55.51,-10.17,71.21,84.64,79.12,8
14.34,63.81,-0.51,71.41,-21.87,55.51,-10.22,71.12,84.83,79.05,8
14.07,63.76,-0.51,71.41,-21.87,55.51,-10.22,71.12,84.68,79.08,8
14.07,63.76,0.38,71.41,-21.87,55.51,-10.22,71.12,84.61,79.1,8
14.07,63.76,0.38,71.41,-21.96,55.35,-10.22,71.12,84.69,79.05,8
14.07,63.76,0.38,71.41,-21.96,55.35,-10.84,70.53,84.68,79.07,8
13.74,63.85,0.38,71.41,-21.96,55.35,-10.84,70.53,84.67,79.03,8
13.74,63.85,-0.83,71.78,-21.96,55.35,-10.84,70.53,84.78,79.04,8
13.74,63.85,-0.83,71.78,-22.59,55.32,-10.84,70.53,84.6,79.05,8
13.74,63.85,-0.83,71.78,-22.59,55.32,-9.49,71.88,84.53,79.09,8
14.73,63.32,-0.83,71.78,-22.59,55.32,-9.49,71.88,84.87,79.07,8
14.73,63.32,-0.62,71.6,-22.59,55.32,-9.49,71.88,84.5,79.24,8
14.73,63.32,-0.62,71.6,-21.78,55.45,-9.49,71.88,84.48,79.32,8
14.73,63.32,-0.62,71.6,-21.78,55.45,-10.56,70.8,84.47,79.35,8
13.82,64.05,-0.62,71.6,-21.78,55.45,-10.56,70.8,84.13,79.4,8
13.82,64.05,0.19,71.35,-21.78,55.45,-10.56,70.8,84.39,79.41,8
13.82,64.05,0.19,71.35,-21.78,56.11,-10.56,70.8,84.41,79.39,8
13.82,64.05,0.19,71.35,-21.78,56.11,-10.16,71.15,84.24,79.42,8
13.87,63.64,0.19,71.35,-21.78,56.11,-10.16,71.15,84.19,79.43,8
13.87,63.64,0.14,71.48,-21.78,56.11,-10.16,71.15,84.02,79.41,8
13.87,63.64,0.14,71.48,-21.66,55.95,-10.16,71.15,84.09,79.39,8
13.87,63.64,0.14,71.48,-21.66,55.95,-10.54,70.83,84.16,79.34,8
14.27,63.34,0.14,71.48,-21.66,55.95,-10.54,70.83,84.2,79.32,8
14.27,63.34,-1.04,70.64,-21.66,55.95,-10.54,70.83,84.27,79.33,8
14.27,63.34,-1.04,70.64,-21.8,55.74,-10.54,70.83,84.0,79.32,8
14.27,63.34,-1.04,70.64,-21.8,55.74,-10.25,71.13,84.2,79.28,8
13.64,64.29,-1.04,70.64,-21.8,55.74,-10.25,71.13,83.99,79.32,8
13.64,64.29,0.15,71.65,-21.8,55.74,-10.25,71.13,83.97,79.32,8
13.64,64.29,0.15,71.65,-21.81,56.05,-10.25,71.13,84.1,79.32,8
13.64,64.29,0.15,71.65,-21.81,56.05,-10.49,70.88,84.12,79.28,8
14.36,63.15,0.15,71.65,-21.81,56.05,-10.49,70.88,84.13,79.23,8
14.36,63.15,-0.42,70.66,-21.81,56.05,-10.49,70.88,84.0,79.23,8
14.36,63.15,-0.42,70.66,-22.26,55.4,-10.49,70.88,83.95,79.23,8
14.36,63.15,-0.42,70.66,-22.26,55.4,-10.73,70.62,84.0,79.23,8
13.78,63.78,-0.42,70.66,-22.26,55.4,-10.73,70.62,84.0,79.19,8
13.78,63.78,-0.33,71.2,-22.26,55.4,-10.73,70.62,83.3,79.24,8
13.78,63.78,-0.33,71.2,-22.04,55.78,-10.73,70.62,83.47,79.17,8
13.78,63.78,-0.33,71.2,-22.04,55.78,-10.33,71.02,83.53,79.17,8
14.04,63.75,-0.33,71.2,-22.04,55.78,-10.33,71.02,83.33,79.21,8
14.04,63.75,0.1,71.75,-22.04,55.78,-10.33,71.02,83.4,79.22,8
14.04,63.75,0.1,71.75,-22.03,55.93,-10.33,71.02,83.36,79.23,8
14.04,63.75,0.1,71.75,-22.03,55.93,-10.58,70.77,83.3,79.21,8
13.85,64.06,0.1,71.75,-22.03,55.93,-10.58,70.77,83.34,79.2,8
13.85,64.06,-0.58,72.06,-22.03,55.93,-10.58,70.77,83.28,79.2,8
13.85,64.06,-0.58,72.06,-22.44,55.67,-10.58,70.77,83.07,79.32,8
13.85,64.06,-0.58,72.06,-22.44,55.67,-10.55,70.77,83.29,79.34,8
13.26,63.86,-0.58,72.06,-22.44,55.67,-10.55,70.77,83.15,79.37,8
13.26,63.86,-0.08,71.02,-22.44,55.67,-10.55,70.77,82.79,79.42,8
13.26,63.86,-0.08,71.02,-22.07,55.63,-10.55,70.77,82.8,79.33,8
13.26,63.86,-0.08,71.02,-22.07,55.63,-10.71,70.6,82.96,79.34,8
13.83,64.11,-0.08,71.02,-22.07,55.63,-10.71,70.6,82.62,79.1,8
13.83,64.11,-0.89,71.33,-22.07,55.63,-10.71,70.6,82.88,79.11,8
13.83,64.11,-0.89,71.33,-21.91,55.77,-10.71,70.6,82.6,79.15,8
13.83,64.11,-0.89,71.33,-21.91,55.77,-10.15,71.23,82.83,79.04,8
13.0,64.27,-0.89,71.33,-21.91,55.77,-10.15,71.23,82.74,79.03,8
13.0,64.27,0.6,71.79,-21.91,55.77,-10.15,71.23,82.55,79.08,8
13.0,64.27,0.6,71.79,-22.87,55.49,-10.15,71.23,82.45,79.05,8
13.0,64.27,0.6,71.79,-22.87,55.49,-10.97,70.36,82.45,78.99,8
13.4,63.95,0.6,71.79,-22.87,55.49,-10.97,70.36,82.22,79.04,8
13.4,63.95,-0.86,71.83,-22.87,55.49,-10.97,70.36,82.09,79.07,8
13.4,63.95,-0.86,71.83,-22.55,55.32,-10.97,70.36,81.99,79.01,8
13.4,63.95,-0.86,71.83,-22.55,55.32,-9.69,71.74,82.01,79.14,8
12.53,64.38,-0.86,71.83,-22.55,55.32,-9.69,71.74,82.14,79.21,8
12.53,64.38,-1.09,71.56,-22.55,55.32,-9.69,71.74,82.37,79.06,8
12.53,64.38,-1.09,71.56,-22.54,55.78,-9.69,71.74,82.46,79.04,8
12.53,64.38,-1.09,71.56,-22.54,55.78,-10.6,70.72,81.86,79.02,8
13.19,64.44,-1.09,71.56,-22.54,55.78,-10.6,70.72,81.84,78.99,8
13.19,64.44,-0.1,71.34,-22.54,55.78,-10.6,70.72,81.93,78.99,8
13.19,64.44,-0.1,71.34,-21.57,56.0,-10.6,70.72,81.74,79.05,8
13.19,64.44,-0.1,71.34,-21.57,56.0,-11.01,70.33,81.71,79.08,8
14.03,63.87,-0.1,71.34,-21.57,56.0,-11.01,70.33,81.9,79.04,8
14.03,63.87,-0.02,71.59,-21.57,56.0,-11.01,70.33,82.76,78.9,8
14.03,63.87,-0.02,71.59,-22.69,55.12,-11.01,70.33,83.11,78.82,8
14.03,63.87,-0.02,71.59,-22.69,55.12,-10.11,71.18,82.75,78.8,8
10.59,66.12,-0.02,71.59,-22.69,55.12,-10.11,71.18,82.85,78.87,8
10.59,66.12,1.33,72.83,-22.69,55.12,-10.11,71.18,82.72,78.87,8
10.59,66.12,1.33,72.83,-22.91,55.52,-10.11,71.18,82.81,78.91,8
10.59,66.12,1.33,72.83,-22.91,55.52,-10.88,70.51,82.96,78.91,8
13.67,63.85,1.33,72.83,-22.91,55.52,-10.88,70.51,82.52,78.9,8
13.67,63.85,-0.36,71.51,-22.91,55.52,-10.88,70.51,82.25,79.01,8
13.67,63.85,-0.36,71.51,-22.61,55.45,-10.88,70.51,82.12,79.02,8
13.67,63.85,-0.36,71.51,-22.61,55.45,-9.89,71.44,81.75,79.15,8
13.81,63.83,-0.36,71.51,-22.61,55.45,-9.89,71.44,81.66,79.16,8
13.81,63.83,-0.43,71.24,-22.61,55.45,-9.89,71.44,81.89,79.21,8
13.81,63.83,-0.43,71.24,-22.29,55.41,-9.89,71.44,82.16,79.05,8
13.81,63.83,-0.43,71.24,-22.29,55.41,-11.5,69.79,81.77,79.05,8
13.41,64.16,-0.43,71.24,-22.29,55.41,-11.5,69.79,81.7,79.15,8
13.41,64.16,-0.12,71.43,-22.29,55.41,-11.5,69.79,81.51,79.22,8
13.41,64.16,-0.12,71.43,-21.76,55.71,-11.5,69.79,81.35,79.27,8
13.41,64.16,-0.12,71.43,-21.76,55.71,-11.8,69.52,81.62,79.38,8
14.48,62.87,-0.12,71.43,-21.76,55.71,-11.8,69.52,81.71,79.41,8
14.48,62.87,0.39,71.05,-21.76,55.71,-11.8,69.52,81.22,79.42,8
14.48,62.87,0.39,71.05,-22.26,56.14,-11.8,69.52,81.02,79.41,8
14.48,62.87,0.39,71.05,-22.26,56.14,-10.82,70.48,81.03,79.48,8
13.78,63.64,0.39,71.05,-22.26,56.14,-10.82,70.48,81.55,79.5,8
13.78,63.64,-0.09,71.17,-22.26,56.14,-10.82,70.48,81.52,79.5,8
13.78,63.64,-0.09,71.17,-21.25,56.53,-10.82,70.48,81.77,79.5,8
13.78,63.64,-0.09,71.17,-21.25,56.53,-9.91,71.46,81.86,79.47,8
14.04,63.27,-0.09,71.17,-21.25,56.53,-9.91,71.46,81.62,79.48,8
14.04,63.27,-0.17,71.13,-21.25,56.53,-9.91,71.46,81.4,79.52,8
14.04,63.27,-0.17,71.13,-21.79,56.26,-9.91,71.46,81.29,79.54,8
14.04,63.27,-0.17,71.13,-21.79,56.26,-9.93,71.39,81.18,79.54,8
12.65,64.43,-0.17,71.13,-21.79,56.26,-9.93,71.39,80.62,79.6,8
12.65,64.43,0.2,71.13,-21.79,56.26,-9.93,71.39,80.91,79.52,8
12.65,64.43,0.2,71.13,-21.86,56.31,-9.93,71.39,80.85,79.51,8
12.65,64.43,0.2,71.13,-21.86,56.31,-10.07,71.3,81.09,79.5,8
13.37,63.84,0.2,71.13,-21.86,56.31,-10.07,71.3,81.11,79.47,8
13.37,63.84,0.21,70.86,-21.86,56.31,-10.07,71.3,80.87,79.48,8
13.37,63.84,0.21,70.86,-22.04,56.17,-10.07,71.3,80.86,79.4,8
13.37,63.84,0.21,70.86,-22.04,56.17,-9.38,71.97,81.21,79.33,8
14.19,63.42,0.21,70.86,-22.04,56.17,-9.38,71.97,81.66,79.27,8
14.19,63.42,-0.65,71.36,-22.04,56.17,-9.38,71.97,81.77,79.24,8
14.19,63.42,-0.65,71.36,-21.76,56.13,-9.38,71.97,80.99,79.34,8
14.19,63.42,-0.65,71.36,-21.76,56.13,-10.14,71.16,80.89,79.35,8
13.15,63.84,-0.65,71.36,-21.76,56.13,-10.14,71.16,80.77,79.37,8
13.15,63.84,0.29,70.84,-21.76,56.13,-10.14,71.16,80.69,79.41,8
13.15,63.84,0.29,70.84,-21.5,56.31,-10.14,71.16,80.6,79.42,8
13.15,63.84,0.29,70.84,-21.5,56.31,-10.01,71.32,80.28,79.48,8
13.51,63.72,0.29,70.84,-21.5,56.31,-10.01,71.32,80.19,79.48,8
13.51,63.72,-0.78,71.11,-21.5,56.31,-10.01,71.32,80.26,79.48,8
13.51,63.72,-0.78,71.11,-21.66,56.49,-10.01,71.32,80.41,79.48,8
13.51,63.72,-0.78,71.11,-21.66,56.49,-9.97,71.39,80.48,79.49,8
14.11,63.39,-0.78,71.11,-21.66,56.49,-9.97,71.39,80.45,79.54,8
14.11,63.39,-0.32,70.45,-21.66,56.49,-9.97,71.39,80.24,79.56,8
14.11,63.39,-0.32,70.45,-21.54,56.44,-9.97,71.39,80.26,79.57,8
14.11,63.39,-0.32,70.45,-21.54,56.44,-10.05,71.16,80.28,79.56,8
12.99,63.66,-0.32,70.45,-21.54,56.44,-10.05,71.16,80.12,79.61,8
12.99,63.66,0.29,70.66,-21.54,56.44,-10.05,71.16,79.96,79.62,8
12.99,63.66,0.29,70.66,-21.47,56.7,-10.05,71.16,79.82,79.6,8
12.99,63.66,0.29,70.66,-21.47,56.7,-9.58,71.78,79.7,79.59,8
13.52,63.56,0.29,70.66,-21.47,56.7,-9.58,71.78,79.65,79.56,8
13.52,63.56,0.11,70.87,-21.47,56.7,-9.58,71.78,79.72,79.56,8
13.52,63.56,0.11,70.87,-21.11,56.49,-9.58,71.78,79.69,79.57,8
13.52,63.56,0.11,70.87,-21.11,56.49,-10.42,70.85,79.67,79.57,8
13.71,63.48,0.11,70.87,-21.11,56.49,-10.42,70.85,79.64,79.55,8
13.71,63.48,-0.15,70.39,-21.11,56.49,-10.42,70.85,79.63,79.52,8
13.71,63.48,-0.15,70.39,-21.18,56.8,-10.42,70.85,79.69,79.51,8
13.71,63.48,-0.15,70.39,-21.18,56.8,-9.84,71.47,79.61,79.54,8
13.2,63.77,-0.15,70.39,-21.18,56.8,-9.84,71.47,79.48,79.56,8
13.2,63.77,-0.21,70.49,-21.18,56.8,-9.84,71.47,79.49,79.54,8
13.2,63.77,-0.21,70.49,-21.42,56.59,-9.84,71.47,79.57,79.49,8
13.2,63.77,-0.21,70.49,-21.42,56.59,-10.02,71.3,79.69,79.45,8
13.77,63.37,-0.21,70.49,-21.42,56.59,-10.02,71.3,79.67,79.45,8
13.77,63.37,-0.11,71.11,-21.42,56.59,-10.02,71.3,79.65,79.46,8
13.77,63.37,-0.11,71.11,-21.6,56.48,-10.02,71.3,79.64,79.49,8
13.77,63.37,-0.11,71.11,-21.6,56.48,-9.77,71.56,79.65,79.45,8
13.21,64.11,-0.11,71.11,-21.6,56.48,-9.77,71.56,79.62,79.46,8
13.21,64.11,-0.37,70.6,-21.6,56.48,-9.77,71.56,79.72,79.41,8
13.21,64.11,-0.37,70.6,-22.03,56.4,-9.77,71.56,79.49,79.46,8
13.21,64.11,-0.37,70.6,-22.03,56.4,-9.58,71.75,79.54,79.46,8
12.7,63.98,-0.37,70.6,-22.03,56.4,-9.58,71.75,79.49,79.48,8
12.7,63.98,0.23,70.72,-22.03,56.4,-9.58,71.75,79.54,79.45,8
12.7,63.98,0.23,70.72,-21.45,56.59,-9.58,71.75,79.49,79.46,8
12.7,63.98,0.23,70.72,-21.45,56.59,-9.87,71.48,79.56,79.44,8
13.1,63.74,0.23,70.72,-21.45,56.59,-9.87,71.48,79.42,79.45,8
13.1,63.74,0.11,70.98,-21.45,56.59,-9.87,71.48,79.49,79.45,8
13.1,63.74,0.11,70.98,-21.43,56.68,-9.87,71.48,79.5,79.46,8
13.1,63.74,0.11,70.98,-21.43,56.68,-10.39,70.93,79.53,79.45,8
13.31,63.49,0.11,70.98,-21.43,56.68,-10.39,70.93,79.46,79.45,8
13.31,63.49,-0.53,70.55,-21.43,56.68,-10.39,70.93,79.52,79.48,8
13.31,63.49,-0.53,70.55,-21.13,56.65,-10.39,70.93,79.51,79.5,8
13.31,63.49,-0.53,70.55,-21.13,56.65,-9.84,71.46,80.45,79.56,8
13.74,62.29,-0.53,70.55,-21.13,56.65,-9.84,71.46,80.8,79.63,8
13.74,62.29,-3.13,70.44,-21.13,56.65,-9.84,71.46,80.09,79.63,8
13.74,62.29,-3.13,70.44,-21.17,56.27,-9.84,71.46,80.88,79.46,8
13.74,62.29,-3.13,70.44,-21.17,56.27,-9.21,72.03,81.0,79.53,8
13.67,64.07,-3.13,70.44,-21.17,56.27,-9.21,72.03,81.13,79.48,8
13.67,64.07,-0.52,70.22,-21.17,56.27,-9.21,72.03,82.27,79.71,8
13.67,64.07,-0.52,70.22,-21.94,56.62,-9.21,72.03,80.65,79.64,8
13.67,64.07,-0.52,70.22,-21.94,56.62,-11.36,69.78,81.23,79.78,8
13.5,63.25,-0.52,70.22,-21.94,56.62,-11.36,69.78,80.76,79.85,8
13.5,63.25,1.69,70.82,-21.94,56.62,-11.36,69.78,80.99,79.8,8
13.5,63.25,1.69,70.82,-21.66,56.6,-11.36,69.78,80.85,79.8,8
13.5,63.25,1.69,70.82,-21.66,56.6,-9.67,71.66,81.24,79.78,8
13.52,64.0,1.69,70.82,-21.66,56.6,-9.67,71.66,80.86,79.62,8
13.52,64.0,-0.89,70.48,-21.66,56.6,-9.67,71.66,80.38,79.67,8
13.52,64.0,-0.89,70.48,-21.69,55.95,-9.67,71.66,80.82,79.69,8
13.52,64.0,-0.89,70.48,-21.69,55.95,-10.11,71.25,81.36,79.64,8
13.68,63.55,-0.89,70.48,-21.69,55.95,-10.11,71.25,81.08,79.63,8
13.68,63.55,0.31,70.56,-21.69,55.95,-10.11,71.25,80.95,79.66,8
13.68,63.55,0.31,70.56,-21.58,56.69,-10.11,71.25,80.96,79.68,8
13.68,63.55,0.31,70.56,-21.58,56.69,-9.96,71.31,80.9,79.68,8
13.38,63.43,0.31,70.56,-21.58,56.69,-9.96,71.31,80.75,79.68,8
13.38,63.43,0.26,71.19,-21.58,56.69,-9.96,71.31,80.77,79.66,8
13.38,63.43,0.26,71.19,-21.18,56.68,-9.96,71.31,80.58,79.66,8
13.38,63.43,0.26,71.19,-21.18,56.68,-9.51,71.78,80.5,79.68,8
13.78,63.1,0.26,71.19,-21.18,56.68,-9.51,71.78,80.54,79.68,8
13.78,63.1,0.28,70.82,-21.18,56.68,-9.51,71.78,80.62,79.66,8
13.78,63.1,0.28,70.82,-21.21,56.75,-9.51,71.78,80.66,79.64,8
13.78,63.1,0.28,70.82,-21.21,56.75,-10.27,71.04,80.69,79.65,8
14.29,63.05,0.28,70.82,-21.21,56.75,-10.27,71.04,80.34,79.71,8
14.29,63.05,0.24,70.21,-21.21,56.75,-10.27,71.04,80.21,79.74,8
14.29,63.05,0.24,70.21,-21.31,56.4,-10.27,71.04,80.38,79.7,8
14.29,63.05,0.24,70.21,-21.31,56.4,-9.59,71.68,80.4,79.68,8
13.29,63.58,0.24,70.21,-21.31,56.4,-9.59,71.68,80.4,79.66,8
13.29,63.58,0.44,70.64,-21.31,56.4,-9.59,71.68,80.23,79.72,8
13.29,63.58,0.44,70.64,-20.99,56.79,-9.59,71.68,80.14,79.76,8
13.29,63.58,0.44,70.64,-20.99,56.79,-9.5,71.86,80.3,79.73,8
13.71,63.21,0.44,70.64,-20.99,56.79,-9.5,71.86,80.23,79.73,8
13.71,63.21,0.53,70.99,-20.99,56.79,-9.5,71.86,80.3,79.72,8
13.71,63.21,0.53,70.99,-21.28,56.68,-9.5,71.86,80.51,79.77,8
13.71,63.21,0.53,70.99,-21.28,56.68,-9.52,71.77,80.71,79.81,8
13.63,63.08,0.53,70.99,-21.28,56.68,-9.52,71.77,80.85,79.94,8
13.63,63.08,0.54,70.82,-21.28,56.68,-9.52,71.77,80.81,79.94,8
13.63,63.08,0.54,70.82,-20.77,57.12,-9.52,71.77,80.62,79.99,8
13.63,63.08,0.54,70.82,-20.77,57.12,-9.74,71.48,80.24,80.01,8
13.84,63.22,0.54,70.82,-20.77,57.12,-9.74,71.48,80.33,79.95,8
13.84,63.22,0.24,70.49,-20.77,57.12,-9.74,71.48,80.17,79.94,8
13.84,63.22,0.24,70.49,-21.35,56.65,-9.74,71.48,80.19,79.91,8
13.84,63.22,0.24,70.49,-21.35,56.65,-9.69,71.52,80.16,79.92,8
12.96,63.82,0.24,70.49,-21.35,56.65,-9.69,71.52,80.06,79.94,8
12.96,63.82,0.06,70.63,-21.35,56.65,-9.69,71.52,80.12,79.92,8
12.96,63.82,0.06,70.63,-21.24,56.44,-9.69,71.52,80.28,79.91,8
12.96,63.82,0.06,70.63,-21.24,56.44,-9.0,72.34,80.78,79.94,8
13.87,63.11,0.06,70.63,-21.24,56.44,-9.0,72.34,80.61,80.01,8
13.87,63.11,-0.18,70.21,-21.24,56.44,-9.0,72.34,81.3,79.87,8
13.87,63.11,-0.18,70.21,-21.13,56.41,-9.0,72.34,81.23,79.82,8
13.87,63.11,-0.18,70.21,-21.13,56.41,-9.36,72.04,81.54,79.77,8
12.5,64.39,-0.18,70.21,-21.13,56.41,-9.36,72.04,81.23,79.73,8
12.5,64.39,0.38,71.37,-21.13,56.41,-9.36,72.04,81.49,79.72,8
12.5,64.39,0.38,71.37,-21.09,56.62,-9.36,72.04,81.5,79.79,8
12.5,64.39,0.38,71.37,-21.09,56.62,-9.14,72.23,80.68,80.03,8
13.55,63.09,0.38,71.37,-21.09,56.62,-9.14,72.23,80.74,79.99,8
13.55,63.09,0.48,71.15,-21.09,56.62,-9.14,72.23,81.52,79.78,8
13.55,63.09,0.48,71.15,-22.18,56.12,-9.14,72.23,81.55,79.71,8
13.55,63.09,0.48,71.15,-22.18,56.12,-9.31,72.02,81.79,79.63,8
13.88,63.19,0.48,71.15,-22.18,56.12,-9.31,72.02,81.51,79.79,8
13.88,63.19,0.87,70.41,-22.18,56.12,-9.31,72.02,81.45,79.8,8
13.88,63.19,0.87,70.41,-21.21,56.66,-9.31,72.02,81.38,79.69,8
13.88,63.19,0.87,70.41,-21.21,56.66,-10.26,71.06,81.58,79.67,8
14.37,62.67,0.87,70.41,-21.21,56.66,-10.26,71.06,81.54,79.67,8
14.37,62.67,0.26,70.68,-21.21,56.66,-10.26,71.06,81.21,79.79,8
14.37,62.67,0.26,70.68,-21.48,56.11,-10.26,71.06,81.38,79.72,8
14.37,62.67,0.26,70.68,-21.48,56.11,-9.83,71.41,81.47,79.77,8
14.96,63.07,0.26,70.68,-21.48,56.11,-9.83,71.41,81.65,79.68,8
14.96,63.07,-0.49,70.77,-21.48,56.11,-9.83,71.41,82.46,79.53,8
14.96,63.07,-0.49,70.77,-22.13,56.07,-9.83,71.41,81.05,79.6,8
13.77,62.95,-0.49,70.77,-22.13,56.07,-9.68,71.63,81.0,79.67,8
13.77,62.95,0.74,71.38,-22.13,56.07,-9.68,71.63,81.71,79.66,8
13.77,62.95,0.74,71.38,-21.0,56.72,-9.68,71.63,81.93,79.65,8
